Code,State,Day,Vaccinated
WI,Wisconsin,15/02/2021,30043
WI,Wisconsin,16/02/2021,31768
WI,Wisconsin,17/02/2021,30827
WI,Wisconsin,18/02/2021,30553
WI,Wisconsin,19/02/2021,38988
WI,Wisconsin,20/02/2021,38929
WI,Wisconsin,21/02/2021,39315
WI,Wisconsin,22/02/2021,39824
WI,Wisconsin,23/02/2021,38279
WI,Wisconsin,24/02/2021,38605
WI,Wisconsin,25/02/2021,39149
WI,Wisconsin,26/02/2021,31793
WI,Wisconsin,27/02/2021,33258
WI,Wisconsin,28/02/2021,34279
WI,Wisconsin,01/03/2021,35514
WI,Wisconsin,02/03/2021,37365
WI,Wisconsin,03/03/2021,38650
WI,Wisconsin,04/03/2021,40300
WI,Wisconsin,05/03/2021,42401
WI,Wisconsin,06/03/2021,42845
WI,Wisconsin,07/03/2021,42786
WI,Wisconsin,08/03/2021,43428
WI,Wisconsin,09/03/2021,41608
WI,Wisconsin,10/03/2021,40936
WI,Wisconsin,11/03/2021,40802
WI,Wisconsin,12/03/2021,41145
WI,Wisconsin,13/03/2021,50069
WI,Wisconsin,14/03/2021,43257
WI,Wisconsin,15/03/2021,43283
WI,Wisconsin,16/03/2021,45496
WY,Wyoming,13/01/2021,1327
WY,Wyoming,14/01/2021,1654
WY,Wyoming,15/01/2021,2093
WY,Wyoming,16/01/2021,1902
WY,Wyoming,17/01/2021,1787
WY,Wyoming,18/01/2021,1710
WY,Wyoming,19/01/2021,1656
WY,Wyoming,20/01/2021,1645
WY,Wyoming,21/01/2021,1362
WY,Wyoming,22/01/2021,1686
WY,Wyoming,23/01/2021,1927
WY,Wyoming,24/01/2021,2200
WY,Wyoming,25/01/2021,2061
WY,Wyoming,26/01/2021,1897
WY,Wyoming,27/01/2021,2017
WY,Wyoming,28/01/2021,2017
WY,Wyoming,29/01/2021,2088
WY,Wyoming,30/01/2021,1658
WY,Wyoming,31/01/2021,2317
WY,Wyoming,01/02/2021,2509
WY,Wyoming,02/02/2021,2526
WY,Wyoming,03/02/2021,2479
WY,Wyoming,04/02/2021,2479
WY,Wyoming,05/02/2021,2607
WY,Wyoming,06/02/2021,3242
WY,Wyoming,07/02/2021,2119
WY,Wyoming,08/02/2021,2534
WY,Wyoming,09/02/2021,2491
WY,Wyoming,10/02/2021,2677
WY,Wyoming,11/02/2021,2677
WY,Wyoming,12/02/2021,3103
WY,Wyoming,13/02/2021,2469
WY,Wyoming,14/02/2021,3892
WY,Wyoming,15/02/2021,3312
WY,Wyoming,16/02/2021,3390
WY,Wyoming,17/02/2021,2953
WY,Wyoming,18/02/2021,3702
WY,Wyoming,19/02/2021,5025
WY,Wyoming,20/02/2021,5703
WY,Wyoming,21/02/2021,4339
WY,Wyoming,22/02/2021,5142
WY,Wyoming,23/02/2021,5140
WY,Wyoming,24/02/2021,5169
WY,Wyoming,25/02/2021,5160
WY,Wyoming,26/02/2021,3038
WY,Wyoming,27/02/2021,3218
WY,Wyoming,28/02/2021,3847
WY,Wyoming,01/03/2021,3015
WY,Wyoming,02/03/2021,2945
WY,Wyoming,03/03/2021,3793
WY,Wyoming,04/03/2021,3093
WY,Wyoming,05/03/2021,3019
WY,Wyoming,06/03/2021,3702
WY,Wyoming,07/03/2021,3091
WY,Wyoming,08/03/2021,4120
WY,Wyoming,09/03/2021,4148
WY,Wyoming,10/03/2021,3895
WY,Wyoming,11/03/2021,3911
WY,Wyoming,12/03/2021,4646
WY,Wyoming,13/03/2021,4085
WY,Wyoming,14/03/2021,4839
WY,Wyoming,15/03/2021,3846
WY,Wyoming,16/03/2021,4022
