Entity,Day,daily_vaccinations
New Hampshire,20/01/2021,2886
New Hampshire,21/01/2021,3133
New Hampshire,22/01/2021,3297
New Hampshire,23/01/2021,3577
New Hampshire,24/01/2021,3757
New Hampshire,25/01/2021,3618
New Hampshire,26/01/2021,3635
New Hampshire,27/01/2021,3952
New Hampshire,28/01/2021,4259
New Hampshire,29/01/2021,4545
New Hampshire,30/01/2021,4846
New Hampshire,31/01/2021,4996
New Hampshire,01/02/2021,5127
New Hampshire,02/02/2021,5542
New Hampshire,03/02/2021,5027
New Hampshire,04/02/2021,4948
New Hampshire,05/02/2021,5105
New Hampshire,06/02/2021,5348
New Hampshire,07/02/2021,5368
New Hampshire,08/02/2021,5155
New Hampshire,09/02/2021,4704
New Hampshire,10/02/2021,5417
New Hampshire,11/02/2021,5574
New Hampshire,12/02/2021,5424
New Hampshire,13/02/2021,5642
New Hampshire,14/02/2021,6093
New Hampshire,15/02/2021,6570
New Hampshire,16/02/2021,6846
New Hampshire,17/02/2021,6018
New Hampshire,18/02/2021,6109
New Hampshire,19/02/2021,7182
New Hampshire,20/02/2021,7089
New Hampshire,21/02/2021,7467
New Hampshire,22/02/2021,7900
New Hampshire,23/02/2021,8231
New Hampshire,24/02/2021,9131
New Hampshire,25/02/2021,9198
New Hampshire,26/02/2021,8355
New Hampshire,27/02/2021,8639
New Hampshire,28/02/2021,8685
New Hampshire,01/03/2021,8130
New Hampshire,02/03/2021,8039
New Hampshire,03/03/2021,8178
New Hampshire,04/03/2021,8368
New Hampshire,05/03/2021,8375
New Hampshire,06/03/2021,8620
New Hampshire,07/03/2021,8643
New Hampshire,08/03/2021,8668
New Hampshire,09/03/2021,9056
New Hampshire,10/03/2021,9412
New Hampshire,11/03/2021,9833
New Hampshire,12/03/2021,10400
New Hampshire,13/03/2021,11285
New Hampshire,14/03/2021,11228
New Hampshire,15/03/2021,11392
New Hampshire,16/03/2021,11078
New Jersey,13/01/2021,41937
New Jersey,14/01/2021,21188
New Jersey,15/01/2021,32008
New Jersey,16/01/2021,29199
New Jersey,17/01/2021,27513
New Jersey,18/01/2021,26389
New Jersey,19/01/2021,25586
New Jersey,20/01/2021,24177
New Jersey,21/01/2021,24114
New Jersey,22/01/2021,21042
New Jersey,23/01/2021,23293
New Jersey,24/01/2021,25288
New Jersey,25/01/2021,26252
New Jersey,26/01/2021,25084
New Jersey,27/01/2021,25663
New Jersey,28/01/2021,30856
New Jersey,29/01/2021,37580
New Jersey,30/01/2021,38294
New Jersey,31/01/2021,37116
New Jersey,01/02/2021,35307
New Jersey,02/02/2021,37264
New Jersey,03/02/2021,34266
New Jersey,04/02/2021,29072
New Jersey,05/02/2021,22473
New Jersey,06/02/2021,38906
New Jersey,07/02/2021,39909
New Jersey,08/02/2021,40656
New Jersey,09/02/2021,37172
New Jersey,10/02/2021,42430
New Jersey,11/02/2021,49279
New Jersey,12/02/2021,52572
New Jersey,13/02/2021,38345
New Jersey,14/02/2021,39217
New Jersey,15/02/2021,41921
New Jersey,16/02/2021,47221
New Jersey,17/02/2021,47383
New Jersey,18/02/2021,49357
New Jersey,19/02/2021,50244
New Jersey,20/02/2021,48414
New Jersey,21/02/2021,48529
New Jersey,22/02/2021,46183
New Jersey,23/02/2021,47389
New Jersey,24/02/2021,46169
New Jersey,25/02/2021,46315
New Jersey,26/02/2021,48381
New Jersey,27/02/2021,51418
New Jersey,28/02/2021,53805
New Jersey,01/03/2021,54984
New Jersey,02/03/2021,61182
New Jersey,03/03/2021,63752
New Jersey,04/03/2021,65554
New Jersey,05/03/2021,65709
New Jersey,06/03/2021,67167
New Jersey,07/03/2021,66956
New Jersey,08/03/2021,67911
New Jersey,09/03/2021,64587
New Jersey,10/03/2021,66441
New Jersey,11/03/2021,72811
New Jersey,12/03/2021,73389
New Jersey,13/03/2021,76089
New Jersey,14/03/2021,75859
New Jersey,15/03/2021,77298
New Jersey,16/03/2021,76470
New Mexico,13/01/2021,3620
New Mexico,14/01/2021,5590
New Mexico,15/01/2021,7023
New Mexico,16/01/2021,7695
New Mexico,17/01/2021,8098
New Mexico,18/01/2021,8367
New Mexico,19/01/2021,8559
New Mexico,20/01/2021,8778
New Mexico,21/01/2021,9007
New Mexico,22/01/2021,8963
New Mexico,23/01/2021,10812
New Mexico,24/01/2021,11630
New Mexico,25/01/2021,10890
New Mexico,26/01/2021,10284
New Mexico,27/01/2021,10539
New Mexico,28/01/2021,10318
New Mexico,29/01/2021,10959
New Mexico,30/01/2021,9089
New Mexico,31/01/2021,9144
New Mexico,01/02/2021,10079
New Mexico,02/02/2021,9640
New Mexico,03/02/2021,9679
New Mexico,04/02/2021,9982
New Mexico,05/02/2021,9741
New Mexico,06/02/2021,10613
New Mexico,07/02/2021,9664
New Mexico,08/02/2021,9652
New Mexico,09/02/2021,9778
New Mexico,10/02/2021,9971
New Mexico,11/02/2021,10757
New Mexico,12/02/2021,11694
New Mexico,13/02/2021,11043
New Mexico,14/02/2021,12584
New Mexico,15/02/2021,12691
New Mexico,16/02/2021,13899
New Mexico,17/02/2021,13250
New Mexico,18/02/2021,12310
New Mexico,19/02/2021,24825
New Mexico,20/02/2021,25572
New Mexico,21/02/2021,25153
New Mexico,22/02/2021,24730
New Mexico,23/02/2021,24162
New Mexico,24/02/2021,24470
New Mexico,25/02/2021,25544
New Mexico,26/02/2021,13505
New Mexico,27/02/2021,14167
New Mexico,28/02/2021,15655
New Mexico,01/03/2021,15269
New Mexico,02/03/2021,15570
New Mexico,03/03/2021,16752
New Mexico,04/03/2021,15580
New Mexico,05/03/2021,15550
New Mexico,06/03/2021,17575
New Mexico,07/03/2021,15499
New Mexico,08/03/2021,17467
New Mexico,09/03/2021,16790
New Mexico,10/03/2021,14958
New Mexico,11/03/2021,17684
New Mexico,12/03/2021,18517
New Mexico,13/03/2021,16020
New Mexico,14/03/2021,18306
New Mexico,15/03/2021,16955
New Mexico,16/03/2021,18783
New York State,13/01/2021,52941
New York State,14/01/2021,54522
New York State,15/01/2021,59311
New York State,16/01/2021,59662
New York State,17/01/2021,59872
New York State,18/01/2021,60012
New York State,19/01/2021,60112
New York State,20/01/2021,59145
New York State,21/01/2021,61124
New York State,22/01/2021,63790
New York State,23/01/2021,66334
New York State,24/01/2021,69502
New York State,25/01/2021,68387
New York State,26/01/2021,64808
New York State,27/01/2021,67458
New York State,28/01/2021,73438
New York State,29/01/2021,71318
New York State,30/01/2021,72774
New York State,31/01/2021,72865
New York State,01/02/2021,72765
New York State,02/02/2021,73211
New York State,03/02/2021,69210
New York State,04/02/2021,61400
New York State,05/02/2021,61298
New York State,06/02/2021,61912
New York State,07/02/2021,65915
New York State,08/02/2021,70058
New York State,09/02/2021,67892
New York State,10/02/2021,76093
New York State,11/02/2021,80062
New York State,12/02/2021,82892
New York State,13/02/2021,85146
New York State,14/02/2021,84046
New York State,15/02/2021,85676
New York State,16/02/2021,95534
New York State,17/02/2021,91775
New York State,18/02/2021,90449
New York State,19/02/2021,104996
New York State,20/02/2021,102095
New York State,21/02/2021,99541
New York State,22/02/2021,99122
New York State,23/02/2021,94610
New York State,24/02/2021,91830
New York State,25/02/2021,89347
New York State,26/02/2021,72524
New York State,27/02/2021,74919
New York State,28/02/2021,86182
New York State,01/03/2021,91983
New York State,02/03/2021,103303
New York State,03/03/2021,112359
New York State,04/03/2021,121644
New York State,05/03/2021,129919
New York State,06/03/2021,140251
New York State,07/03/2021,144621
New York State,08/03/2021,151537
New York State,09/03/2021,147075
New York State,10/03/2021,154877
New York State,11/03/2021,158585
New York State,12/03/2021,162157
New York State,13/03/2021,178982
New York State,14/03/2021,151066
New York State,15/03/2021,146737
New York State,16/03/2021,149501
North Carolina,13/01/2021,55328
North Carolina,14/01/2021,28301
North Carolina,15/01/2021,30405
North Carolina,16/01/2021,28926
North Carolina,17/01/2021,28038
North Carolina,18/01/2021,27447
North Carolina,19/01/2021,27024
North Carolina,20/01/2021,22935
North Carolina,21/01/2021,29296
North Carolina,22/01/2021,31727
North Carolina,23/01/2021,35671
North Carolina,24/01/2021,40662
North Carolina,25/01/2021,42821
North Carolina,26/01/2021,42706
North Carolina,27/01/2021,41324
North Carolina,28/01/2021,53788
North Carolina,29/01/2021,46616
North Carolina,30/01/2021,45961
North Carolina,31/01/2021,45031
North Carolina,01/02/2021,42815
North Carolina,02/02/2021,39490
North Carolina,03/02/2021,44276
North Carolina,04/02/2021,30525
North Carolina,05/02/2021,36979
North Carolina,06/02/2021,38929
North Carolina,07/02/2021,41555
North Carolina,08/02/2021,42660
North Carolina,09/02/2021,44477
North Carolina,10/02/2021,44199
North Carolina,11/02/2021,45597
North Carolina,12/02/2021,48191
North Carolina,13/02/2021,50312
North Carolina,14/02/2021,53556
North Carolina,15/02/2021,53826
North Carolina,16/02/2021,56765
North Carolina,17/02/2021,56964
North Carolina,18/02/2021,57088
North Carolina,19/02/2021,73115
North Carolina,20/02/2021,69341
North Carolina,21/02/2021,64439
North Carolina,22/02/2021,64854
North Carolina,23/02/2021,61910
North Carolina,24/02/2021,61381
North Carolina,25/02/2021,61164
North Carolina,26/02/2021,46498
North Carolina,27/02/2021,51031
North Carolina,28/02/2021,57036
North Carolina,01/03/2021,60066
North Carolina,02/03/2021,60984
North Carolina,03/03/2021,63203
North Carolina,04/03/2021,64444
North Carolina,05/03/2021,56531
North Carolina,06/03/2021,56396
North Carolina,07/03/2021,51845
North Carolina,08/03/2021,50910
North Carolina,09/03/2021,52006
North Carolina,10/03/2021,53160
North Carolina,11/03/2021,55226
North Carolina,12/03/2021,69359
North Carolina,13/03/2021,90125
North Carolina,14/03/2021,83400
North Carolina,15/03/2021,85506
North Carolina,16/03/2021,93581
North Dakota,13/01/2021,1249
North Dakota,14/01/2021,1648
North Dakota,15/01/2021,2310
North Dakota,16/01/2021,2370
North Dakota,17/01/2021,2406
North Dakota,18/01/2021,2430
North Dakota,19/01/2021,2447
North Dakota,20/01/2021,2418
North Dakota,21/01/2021,2353
North Dakota,22/01/2021,2528
North Dakota,23/01/2021,2863
North Dakota,24/01/2021,3095
North Dakota,25/01/2021,3026
North Dakota,26/01/2021,2693
North Dakota,27/01/2021,2796
North Dakota,28/01/2021,2972
North Dakota,29/01/2021,3153
North Dakota,30/01/2021,3227
North Dakota,31/01/2021,3534
North Dakota,01/02/2021,3463
North Dakota,02/02/2021,3505
North Dakota,03/02/2021,3763
North Dakota,04/02/2021,3836
North Dakota,05/02/2021,3807
North Dakota,06/02/2021,4165
North Dakota,07/02/2021,4130
North Dakota,08/02/2021,4328
North Dakota,09/02/2021,4256
North Dakota,10/02/2021,3778
North Dakota,11/02/2021,3817
North Dakota,12/02/2021,3795
North Dakota,13/02/2021,3348
North Dakota,14/02/2021,3156
North Dakota,15/02/2021,3056
North Dakota,16/02/2021,3378
North Dakota,17/02/2021,3438
North Dakota,18/02/2021,3305
North Dakota,19/02/2021,6133
North Dakota,20/02/2021,6331
North Dakota,21/02/2021,6499
North Dakota,22/02/2021,6456
North Dakota,23/02/2021,6164
North Dakota,24/02/2021,6532
North Dakota,25/02/2021,6737
North Dakota,26/02/2021,4329
North Dakota,27/02/2021,5262
North Dakota,28/02/2021,5686
North Dakota,01/03/2021,6031
North Dakota,02/03/2021,6039
North Dakota,03/03/2021,5910
North Dakota,04/03/2021,6054
North Dakota,05/03/2021,6094
North Dakota,06/03/2021,5543
North Dakota,07/03/2021,5502
North Dakota,08/03/2021,5343
North Dakota,09/03/2021,5571
North Dakota,10/03/2021,5654
North Dakota,11/03/2021,5744
North Dakota,12/03/2021,6046
North Dakota,13/03/2021,6367
North Dakota,14/03/2021,6330
North Dakota,15/03/2021,6527
North Dakota,16/03/2021,6264
Ohio,13/01/2021,17428
Ohio,14/01/2021,18267
Ohio,15/01/2021,21179
Ohio,16/01/2021,21926
Ohio,17/01/2021,22373
Ohio,18/01/2021,22672
Ohio,19/01/2021,22885
Ohio,20/01/2021,22595
Ohio,21/01/2021,19865
Ohio,22/01/2021,24296
Ohio,23/01/2021,27905
Ohio,24/01/2021,31907
Ohio,25/01/2021,33957
Ohio,26/01/2021,33706
Ohio,27/01/2021,36967
Ohio,28/01/2021,43198
Ohio,29/01/2021,42514
Ohio,30/01/2021,45154
Ohio,31/01/2021,43844
Ohio,01/02/2021,45572
Ohio,02/02/2021,48159
Ohio,03/02/2021,48449
Ohio,04/02/2021,48316
Ohio,05/02/2021,47734
Ohio,06/02/2021,47355
Ohio,07/02/2021,48565
Ohio,08/02/2021,48814
Ohio,09/02/2021,46941
Ohio,10/02/2021,45864
Ohio,11/02/2021,47299
Ohio,12/02/2021,51893
Ohio,13/02/2021,52952
Ohio,14/02/2021,56851
Ohio,15/02/2021,56733
Ohio,16/02/2021,60179
Ohio,17/02/2021,59820
Ohio,18/02/2021,57466
Ohio,19/02/2021,65606
Ohio,20/02/2021,64835
Ohio,21/02/2021,64109
Ohio,22/02/2021,64736
Ohio,23/02/2021,61964
Ohio,24/02/2021,66136
Ohio,25/02/2021,70021
Ohio,26/02/2021,59061
Ohio,27/02/2021,62123
Ohio,28/02/2021,65588
Ohio,01/03/2021,66320
Ohio,02/03/2021,70639
Ohio,03/03/2021,71704
Ohio,04/03/2021,71267
Ohio,05/03/2021,72136
Ohio,06/03/2021,75052
Ohio,07/03/2021,75926
Ohio,08/03/2021,77561
Ohio,09/03/2021,76075
Ohio,10/03/2021,75203
Ohio,11/03/2021,77234
Ohio,12/03/2021,82275
Ohio,13/03/2021,85292
Ohio,14/03/2021,85837
Ohio,15/03/2021,87935
Ohio,16/03/2021,86746
Oklahoma,13/01/2021,14560
Oklahoma,14/01/2021,14712
Oklahoma,15/01/2021,15189
Oklahoma,16/01/2021,13809
Oklahoma,17/01/2021,12982
Oklahoma,18/01/2021,12430
Oklahoma,19/01/2021,12036
Oklahoma,20/01/2021,11326
Oklahoma,21/01/2021,11453
Oklahoma,22/01/2021,12013
Oklahoma,23/01/2021,13104
Oklahoma,24/01/2021,14294
Oklahoma,25/01/2021,13446
Oklahoma,26/01/2021,12397
Oklahoma,27/01/2021,13351
Oklahoma,28/01/2021,13688
Oklahoma,29/01/2021,14169
Oklahoma,30/01/2021,15071
Oklahoma,31/01/2021,16454
Oklahoma,01/02/2021,16719
Oklahoma,02/02/2021,16686
Oklahoma,03/02/2021,16757
Oklahoma,04/02/2021,17304
Oklahoma,05/02/2021,17715
Oklahoma,06/02/2021,18707
Oklahoma,07/02/2021,19394
Oklahoma,08/02/2021,20353
Oklahoma,09/02/2021,20362
Oklahoma,10/02/2021,20567
Oklahoma,11/02/2021,20568
Oklahoma,12/02/2021,18523
Oklahoma,13/02/2021,17083
Oklahoma,14/02/2021,15515
Oklahoma,15/02/2021,14633
Oklahoma,16/02/2021,15201
Oklahoma,17/02/2021,12862
Oklahoma,18/02/2021,10297
Oklahoma,19/02/2021,24738
Oklahoma,20/02/2021,24295
Oklahoma,21/02/2021,26230
Oklahoma,22/02/2021,28963
Oklahoma,23/02/2021,30281
Oklahoma,24/02/2021,34146
Oklahoma,25/02/2021,38155
Oklahoma,26/02/2021,27507
Oklahoma,27/02/2021,30870
Oklahoma,28/02/2021,32772
Oklahoma,01/03/2021,32546
Oklahoma,02/03/2021,31154
Oklahoma,03/03/2021,30339
Oklahoma,04/03/2021,30556
Oklahoma,05/03/2021,29568
Oklahoma,06/03/2021,28451
Oklahoma,07/03/2021,26152
Oklahoma,08/03/2021,25941
Oklahoma,09/03/2021,26087
Oklahoma,10/03/2021,26712
Oklahoma,11/03/2021,26214
Oklahoma,12/03/2021,26463
Oklahoma,13/03/2021,27045
Oklahoma,14/03/2021,26681
Oklahoma,15/03/2021,26094
Oklahoma,16/03/2021,25874
Oregon,13/01/2021,10465
Oregon,14/01/2021,12593
Oregon,15/01/2021,13848
Oregon,16/01/2021,14809
Oregon,17/01/2021,15386
Oregon,18/01/2021,15771
Oregon,19/01/2021,16045
Oregon,20/01/2021,14550
Oregon,21/01/2021,12447
Oregon,22/01/2021,15365
Oregon,23/01/2021,15231
Oregon,24/01/2021,14912
Oregon,25/01/2021,14492
Oregon,26/01/2021,13020
Oregon,27/01/2021,15509
Oregon,28/01/2021,17636
Oregon,29/01/2021,15098
Oregon,30/01/2021,15990
Oregon,31/01/2021,17424
Oregon,01/02/2021,17564
Oregon,02/02/2021,18605
Oregon,03/02/2021,18397
Oregon,04/02/2021,18800
Oregon,05/02/2021,18252
Oregon,06/02/2021,18212
Oregon,07/02/2021,17837
Oregon,08/02/2021,18688
Oregon,09/02/2021,19199
Oregon,10/02/2021,19252
Oregon,11/02/2021,16722
Oregon,12/02/2021,14555
Oregon,13/02/2021,20151
Oregon,14/02/2021,19796
Oregon,15/02/2021,17689
Oregon,16/02/2021,16074
Oregon,17/02/2021,14821
Oregon,18/02/2021,17076
Oregon,19/02/2021,25515
Oregon,20/02/2021,20550
Oregon,21/02/2021,21486
Oregon,22/02/2021,23706
Oregon,23/02/2021,25678
Oregon,24/02/2021,24710
Oregon,25/02/2021,25852
Oregon,26/02/2021,22889
Oregon,27/02/2021,23699
Oregon,28/02/2021,24669
Oregon,01/03/2021,25692
Oregon,02/03/2021,24769
Oregon,03/03/2021,26330
Oregon,04/03/2021,26216
Oregon,05/03/2021,24302
Oregon,06/03/2021,25313
Oregon,07/03/2021,25491
Oregon,08/03/2021,25090
Oregon,09/03/2021,26234
Oregon,10/03/2021,26968
Oregon,11/03/2021,23823
Oregon,12/03/2021,24816
Oregon,13/03/2021,28025
Oregon,14/03/2021,27662
Oregon,15/03/2021,26874
Oregon,16/03/2021,27186
Pennsylvania,13/01/2021,37996
Pennsylvania,14/01/2021,34233
Pennsylvania,15/01/2021,35401
Pennsylvania,16/01/2021,32567
Pennsylvania,17/01/2021,30867
Pennsylvania,18/01/2021,29734
Pennsylvania,19/01/2021,28924
Pennsylvania,20/01/2021,26959
Pennsylvania,21/01/2021,27859
Pennsylvania,22/01/2021,29248
Pennsylvania,23/01/2021,31950
Pennsylvania,24/01/2021,35472
Pennsylvania,25/01/2021,36636
Pennsylvania,26/01/2021,36563
Pennsylvania,27/01/2021,40474
Pennsylvania,28/01/2021,35849
Pennsylvania,29/01/2021,45694
Pennsylvania,30/01/2021,48079
Pennsylvania,31/01/2021,49083
Pennsylvania,01/02/2021,51055
Pennsylvania,02/02/2021,50799
Pennsylvania,03/02/2021,43730
Pennsylvania,04/02/2021,51766
Pennsylvania,05/02/2021,42684
Pennsylvania,06/02/2021,43724
Pennsylvania,07/02/2021,45667
Pennsylvania,08/02/2021,43882
Pennsylvania,09/02/2021,46034
Pennsylvania,10/02/2021,54281
Pennsylvania,11/02/2021,53677
Pennsylvania,12/02/2021,56762
Pennsylvania,13/02/2021,48534
Pennsylvania,14/02/2021,59213
Pennsylvania,15/02/2021,55160
Pennsylvania,16/02/2021,50636
Pennsylvania,17/02/2021,58875
Pennsylvania,18/02/2021,58330
Pennsylvania,19/02/2021,73730
Pennsylvania,20/02/2021,79082
Pennsylvania,21/02/2021,69214
Pennsylvania,22/02/2021,75797
Pennsylvania,23/02/2021,78350
Pennsylvania,24/02/2021,67892
Pennsylvania,25/02/2021,69590
Pennsylvania,26/02/2021,53951
Pennsylvania,27/02/2021,63458
Pennsylvania,28/02/2021,63574
Pennsylvania,01/03/2021,68183
Pennsylvania,02/03/2021,72196
Pennsylvania,03/03/2021,74736
Pennsylvania,04/03/2021,78068
Pennsylvania,05/03/2021,86723
Pennsylvania,06/03/2021,88971
Pennsylvania,07/03/2021,81060
Pennsylvania,08/03/2021,71465
Pennsylvania,09/03/2021,91116
Pennsylvania,10/03/2021,98490
Pennsylvania,11/03/2021,100106
Pennsylvania,12/03/2021,84202
Pennsylvania,13/03/2021,113553
Pennsylvania,14/03/2021,124576
Pennsylvania,15/03/2021,135409
Pennsylvania,16/03/2021,116653
Rhode Island,13/01/2021,2460
Rhode Island,14/01/2021,2652
Rhode Island,15/01/2021,2660
Rhode Island,16/01/2021,2403
Rhode Island,17/01/2021,2249
Rhode Island,18/01/2021,2147
Rhode Island,19/01/2021,2073
Rhode Island,20/01/2021,2084
Rhode Island,21/01/2021,2020
Rhode Island,22/01/2021,2061
Rhode Island,23/01/2021,2010
Rhode Island,24/01/2021,2393
Rhode Island,25/01/2021,2567
Rhode Island,26/01/2021,2598
Rhode Island,27/01/2021,2810
Rhode Island,28/01/2021,3018
Rhode Island,29/01/2021,3090
Rhode Island,30/01/2021,3549
Rhode Island,31/01/2021,3373
Rhode Island,01/02/2021,3403
Rhode Island,02/02/2021,3897
Rhode Island,03/02/2021,3599
Rhode Island,04/02/2021,3391
Rhode Island,05/02/2021,3335
Rhode Island,06/02/2021,3391
Rhode Island,07/02/2021,3699
Rhode Island,08/02/2021,3749
Rhode Island,09/02/2021,3220
Rhode Island,10/02/2021,3355
Rhode Island,11/02/2021,3436
Rhode Island,12/02/2021,3566
Rhode Island,13/02/2021,3582
Rhode Island,14/02/2021,3441
Rhode Island,15/02/2021,3372
Rhode Island,16/02/2021,3563
Rhode Island,17/02/2021,3782
Rhode Island,18/02/2021,4571
Rhode Island,19/02/2021,7116
Rhode Island,20/02/2021,7713
Rhode Island,21/02/2021,8210
Rhode Island,22/02/2021,8850
Rhode Island,23/02/2021,9234
Rhode Island,24/02/2021,9580
Rhode Island,25/02/2021,9538
Rhode Island,26/02/2021,7595
Rhode Island,27/02/2021,7816
Rhode Island,28/02/2021,8304
Rhode Island,01/03/2021,9068
Rhode Island,02/03/2021,9163
Rhode Island,03/03/2021,9181
Rhode Island,04/03/2021,9181
Rhode Island,05/03/2021,9377
Rhode Island,06/03/2021,9240
Rhode Island,07/03/2021,8945
Rhode Island,08/03/2021,8174
Rhode Island,09/03/2021,8258
Rhode Island,10/03/2021,8319
Rhode Island,11/03/2021,8574
Rhode Island,12/03/2021,8425
Rhode Island,13/03/2021,8162
Rhode Island,14/03/2021,7832
Rhode Island,15/03/2021,8813
Rhode Island,16/03/2021,9034
South Carolina,13/01/2021,18812
South Carolina,14/01/2021,17390
South Carolina,15/01/2021,13587
South Carolina,16/01/2021,14274
South Carolina,17/01/2021,14686
South Carolina,18/01/2021,14961
South Carolina,19/01/2021,15157
South Carolina,20/01/2021,13246
South Carolina,21/01/2021,13397
South Carolina,22/01/2021,15309
South Carolina,23/01/2021,15855
South Carolina,24/01/2021,17756
South Carolina,25/01/2021,19501
South Carolina,26/01/2021,18577
South Carolina,27/01/2021,19197
South Carolina,28/01/2021,21474
South Carolina,29/01/2021,22308
South Carolina,30/01/2021,22672
South Carolina,31/01/2021,22964
South Carolina,01/02/2021,22200
South Carolina,02/02/2021,21926
South Carolina,03/02/2021,21745
South Carolina,04/02/2021,19641
South Carolina,05/02/2021,19105
South Carolina,06/02/2021,19288
South Carolina,07/02/2021,18482
South Carolina,08/02/2021,17563
South Carolina,09/02/2021,16428
South Carolina,10/02/2021,18409
South Carolina,11/02/2021,18723
South Carolina,12/02/2021,18640
South Carolina,13/02/2021,18852
South Carolina,14/02/2021,19324
South Carolina,15/02/2021,19377
South Carolina,16/02/2021,21826
South Carolina,17/02/2021,21051
South Carolina,18/02/2021,21374
South Carolina,19/02/2021,28383
South Carolina,20/02/2021,29276
South Carolina,21/02/2021,29498
South Carolina,22/02/2021,30180
South Carolina,23/02/2021,28951
South Carolina,24/02/2021,31183
South Carolina,25/02/2021,31394
South Carolina,26/02/2021,25323
South Carolina,27/02/2021,25456
South Carolina,28/02/2021,25126
South Carolina,01/03/2021,26318
South Carolina,02/03/2021,25988
South Carolina,03/03/2021,25214
South Carolina,04/03/2021,29268
South Carolina,05/03/2021,29580
South Carolina,06/03/2021,32372
South Carolina,07/03/2021,37254
South Carolina,08/03/2021,37671
South Carolina,09/03/2021,39188
South Carolina,10/03/2021,38974
South Carolina,11/03/2021,36988
South Carolina,12/03/2021,37286
South Carolina,13/03/2021,42704
South Carolina,14/03/2021,33739
South Carolina,15/03/2021,34049
South Carolina,16/03/2021,32823
South Dakota,13/01/2021,2014
South Dakota,14/01/2021,2793
South Dakota,15/01/2021,2802
South Dakota,16/01/2021,2352
South Dakota,17/01/2021,2082
South Dakota,18/01/2021,1902
South Dakota,19/01/2021,1774
South Dakota,20/01/2021,1687
South Dakota,21/01/2021,1585
South Dakota,22/01/2021,1934
South Dakota,23/01/2021,2728
South Dakota,24/01/2021,3048
South Dakota,25/01/2021,3200
South Dakota,26/01/2021,3101
South Dakota,27/01/2021,3495
South Dakota,28/01/2021,3771
South Dakota,29/01/2021,3798
South Dakota,30/01/2021,3664
South Dakota,31/01/2021,3646
South Dakota,01/02/2021,3596
South Dakota,02/02/2021,3597
South Dakota,03/02/2021,3426
South Dakota,04/02/2021,3414
South Dakota,05/02/2021,3480
South Dakota,06/02/2021,3535
South Dakota,07/02/2021,3640
South Dakota,08/02/2021,3626
South Dakota,09/02/2021,3604
South Dakota,10/02/2021,3639
South Dakota,11/02/2021,3722
South Dakota,12/02/2021,3868
South Dakota,13/02/2021,3919
South Dakota,14/02/2021,4112
South Dakota,15/02/2021,4069
South Dakota,16/02/2021,4236
South Dakota,17/02/2021,4204
South Dakota,18/02/2021,4206
South Dakota,19/02/2021,9933
South Dakota,20/02/2021,10117
South Dakota,21/02/2021,10357
South Dakota,22/02/2021,10630
South Dakota,23/02/2021,10621
South Dakota,24/02/2021,10978
South Dakota,25/02/2021,11292
South Dakota,26/02/2021,5908
South Dakota,27/02/2021,6206
South Dakota,28/02/2021,6509
South Dakota,01/03/2021,6587
South Dakota,02/03/2021,6478
South Dakota,03/03/2021,6421
South Dakota,04/03/2021,6364
South Dakota,05/03/2021,6404
South Dakota,06/03/2021,6470
South Dakota,07/03/2021,6382
South Dakota,08/03/2021,6314
South Dakota,09/03/2021,6313
South Dakota,10/03/2021,6343
South Dakota,11/03/2021,6400
South Dakota,12/03/2021,6376
South Dakota,13/03/2021,6584
South Dakota,14/03/2021,7158
South Dakota,15/03/2021,7462
South Dakota,16/03/2021,7593
Tennessee,13/01/2021,13456
Tennessee,14/01/2021,6728
Tennessee,15/01/2021,17360
Tennessee,16/01/2021,16050
Tennessee,17/01/2021,15264
Tennessee,18/01/2021,14740
Tennessee,19/01/2021,14365
Tennessee,20/01/2021,13403
Tennessee,21/01/2021,15851
Tennessee,22/01/2021,14037
Tennessee,23/01/2021,15528
Tennessee,24/01/2021,17781
Tennessee,25/01/2021,17565
Tennessee,26/01/2021,16589
Tennessee,27/01/2021,18443
Tennessee,28/01/2021,19197
Tennessee,29/01/2021,20618
Tennessee,30/01/2021,21427
Tennessee,31/01/2021,22453
Tennessee,01/02/2021,23609
Tennessee,02/02/2021,23422
Tennessee,03/02/2021,24312
Tennessee,04/02/2021,24885
Tennessee,05/02/2021,24652
Tennessee,06/02/2021,25451
Tennessee,07/02/2021,25973
Tennessee,08/02/2021,25401
Tennessee,09/02/2021,25742
Tennessee,10/02/2021,25981
Tennessee,11/02/2021,26016
Tennessee,12/02/2021,26161
Tennessee,13/02/2021,24927
Tennessee,14/02/2021,25152
Tennessee,15/02/2021,24902
Tennessee,16/02/2021,25844
Tennessee,17/02/2021,22833
Tennessee,18/02/2021,21143
Tennessee,19/02/2021,25995
Tennessee,20/02/2021,24434
Tennessee,21/02/2021,21434
Tennessee,22/02/2021,21542
Tennessee,23/02/2021,20978
Tennessee,24/02/2021,25211
Tennessee,25/02/2021,27973
Tennessee,26/02/2021,24822
Tennessee,27/02/2021,29100
Tennessee,28/02/2021,34609
Tennessee,01/03/2021,37689
Tennessee,02/03/2021,37967
Tennessee,03/03/2021,39929
Tennessee,04/03/2021,40345
Tennessee,05/03/2021,40442
Tennessee,06/03/2021,39889
Tennessee,07/03/2021,39317
Tennessee,08/03/2021,37799
Tennessee,09/03/2021,37434
Tennessee,10/03/2021,36573
Tennessee,11/03/2021,37837
